"X2","X4_합"
"마마1732",36
"마마1733",10
"마마1736",18
"마마1744",13
"마마1745",16
"마마1746",41
"마마1747",23
"마마1748",5
"마마1749",0
"마마1750",0
"마마1753",0
"마마1754",35
"마마1755",41
"마마1756",49
"마마1757",50
"마마1758",62
"마마1759",54
"마마1760",58
"마마1762",54
"마마1763",50
"마마1764",732
"마마1765",44
"마마1766",60
"마마1767",24
"마마1768",65
"마마1769",5
"마마1770",21
"마마1771",5
"마마1772",35
"마마1773",0
"마마1774",69
"마마1775",36
"마마1777",11
"마마1778",16
"마마1779",31
"마마1780",36
"마마1781",64
"마마1782",55
"마마1783",30
"마마1784",16
"마마1790",5
"마마1799",0
"마마1800",5
"마마1801",42
"마마1802",10
"마마1803",299
"마마1804",0
"마마1805",22
"마마1806",13
"마마1807",26
"마마1811",28
"마마1812",0
"마마1813",8
"마마1815",0
"마마1816",44
"마마1817",39
"마마1818",64
"마마1819",0
"마마1821",26
"마마1822",8
"마마1823",54
"마마1824",5
"마마1826",10
"마마1827",18
"마마1828",18
"마마1830",0
"마마1832",36
"마마1833",16
"마마1834",5
"마마1835",41
"마마1836",0
"마마1845",21
"마마1846",18
"마마1847",36
"마마1848",31
"마마1849",10
"마마1853",59
"마마1854",15
"마마1855",34
"마마1856",31
"마마1857",64
"마마1858",24
"마마1859",13
"마마1860",29
"마마1861",66
"마마1862",49
"마마1863",15
"마마1864",10
"마마1865",647
"마마1866",48
"마마1867",80
"마마1868",1037
"마마1869",840
"마마1870",55
"마마1871",22
"마마1872",5
"마마1873",31
"마마1874",29
"마마1875",5
"마마1876",13
"마마1877",5
"마마1878",28
"마마1879",36
"마마1880",5
"마마1881",39
"마마1882",32
"마마1884",56
"마마1885",10
"마마1891",18
"마마1900",35
"마마1901",102
"마마1902",13
"마마1903",21
"마마1904",21
"마마1905",21
"마마1906",31
"마마1907",23
"마마1908",18
"마마1909",10
"마마1910",27
"마마1911",15
"마마1912",35
"마마1913",31
"마마1914",21
"마마1916",5
"마마1917",39
"마마1922",21
"마마1923",64
"마마1924",16
"마마1926",0
"마마1930",21
"마마1931",5
"마마1932",0
"마마1933",38
"마마1934",10
"마마1935",13
"마마1936",5
"마마1937",16
"마마1938",32
"마마1940",13
"마마1946",36
"마마1947",8
"마마1951",29
"마마1952",13
"마마1953",5
"마마1954",18
"마마1955",10
"마마1956",29
"마마1957",62
"마마1958",356
"마마1959",482
"마마1960",50
"마마1962",0
"마마1963",959
"마마1964",77
"마마1965",876
"마마1966",1901
"마마1967",244
"마마1968",1395
"마마1969",2275
"마마1970",97
"마마1971",5
"마마1973",0
"마마1974",24
"마마1975",40
"마마1976",48
"마마1977",105
"마마1978",85
"마마1979",15
"마마1980",32
"마마1981",71
"마마1982",23
"마마1983",13
"마마1984",17
"마마1992",5
"마마1995",5
"마마1997",43
"마마2000",21
"마마2001",51
"마마2002",0
"마마2003",10
"마마2004",5
"마마2005",21
"마마2006",33
"마마2007",0
"마마2008",52
"마마2009",77
"마마2010",62
"마마2011",23
"마마2012",28
"마마2013",0
"마마2015",21
"마마2016",29
"마마2018",0
"마마2022",16
"마마2023",15
"마마2024",51
"마마2025",13
"마마2030",13
"마마2032",13
"마마2033",13
"마마2035",5
"마마2036",31
"마마2037",10
"마마2038",5
"마마2039",46
"마마2040",24
"마마2041",0
"마마2043",13
"마마2044",13
"마마2045",21
"마마2046",5
"마마2049",0
"마마2051",0
"마마2052",69
"마마2053",26
"마마2054",26
"마마2055",46
"마마2056",86
"마마2057",21
"마마2058",39
"마마2059",50
"마마2060",5
"마마2061",0
"마마2062",40
"마마2064",5
"마마2066",333
"마마2067",808
"마마2068",142
"마마2069",46
"마마2070",0
"마마2071",0
"마마2072",114
"마마2073",45
"마마2074",36
"마마2075",13
"마마2076",24
"마마2078",16
"마마2079",0
"마마2080",10
"마마2081",16
"마마2082",19
"마마2083",10
"마마2084",36
"마마2085",36
"마마2086",0
"마마2087",13
"마마2089",0
"마마2093",5
"마마2094",0
"마마2095",13
"마마2098",31
"마마2099",13
"마마2100",16
"마마2101",47
"마마2102",5
"마마2103",18
"마마2104",31
"마마2107",59
"마마2108",10
"마마2109",0
"마마2110",24
"마마2111",181
"마마2112",212
"마마2113",29
"마마2114",43
"마마2115",21
"마마2116",5
"마마2118",5
"마마2120",18
"마마2122",16
"마마2123",26
"마마2124",49
"마마2127",23
"마마2128",0
"마마2132",0
"마마2135",20
"마마2138",10
"마마2139",52
"마마2140",31
"마마2142",13
"마마2143",5
"마마2148",0
"마마2149",5
"마마2151",13
"마마2152",23
"마마2153",21
"마마2154",49
"마마2155",55
"마마2156",50
"마마2157",21
"마마2158",27
"마마2159",36
"마마2160",0
"마마2161",36
"마마2162",18
"마마2163",13
"마마2164",16
"마마2165",37
"마마2166",5
"마마2167",13
"마마2168",8
"마마2169",73
"마마2170",44
"마마2171",146
"마마2172",39
"마마2173",44
"마마2174",13
"마마2176",5
"마마2177",21
"마마2178",15
"마마2179",5
"마마2180",50
"마마2181",83
"마마2182",33
"마마2183",13
"마마2184",5
"마마2185",0
"마마2188",13
"마마2198",54
"마마2200",32
"마마2201",24
"마마2203",57
"마마2204",125
"마마2205",31
"마마2206",16
"마마2207",56
"마마2208",23
"마마2209",50
"마마2210",26
"마마2211",10
"마마2212",186
"마마2213",13
"마마2214",31
"마마2215",10
"마마2216",41
"마마2220",16
"마마2221",31
"마마2222",31
"마마2224",62
"마마2227",47
"마마2228",13
"마마2229",18
"마마2230",0
"마마2231",0
"마마2233",13
"마마2237",21
"마마2238",13
"마마2239",5
"마마2240",15
"마마2241",15
"마마2242",54
"마마2249",31
"마마2250",21
"마마2251",5
"마마2253",5
"마마2254",0
"마마2255",15
"마마2256",36
"마마2257",0
"마마2261",13
"마마2262",18
"마마2263",13
"마마2264",21
"마마2265",26
"마마2266",135
"마마2267",38
"마마2269",34
"마마2270",21
"마마2271",18
"마마2272",30
"마마2273",5
"마마2275",31
"마마2276",16
"마마2277",16
"마마2278",5
"마마2279",23
"마마2280",21
"마마2281",75
"마마2282",8
"마마2284",15
"마마2285",35
"마마2286",5
"마마2288",13
"마마2289",0
"마마2290",41
"마마2291",5
"마마2292",5
"마마2298",5
"마마2303",5
"마마2306",0
"마마2307",5
"마마2308",21
"마마2310",18
"마마2311",8
"마마2312",0
"마마2313",45
"마마2316",13
"마마2317",10
"마마2324",5
"마마2325",40
"마마2327",5
"마마2328",0
"마마2329",13
"마마2330",21
"마마2331",10
"마마2332",10
"마마2333",10
"마마2342",15
"마마2343",31
"마마2349",49
"마마2350",13
"마마2351",18
"마마2352",16
"마마2353",5
"마마2354",23
"마마2355",47
"마마2356",74
"마마2357",42
"마마2358",0
"마마2362",13
"마마2364",26
"마마2365",21
"마마2366",5
"마마2368",21
"마마2369",80
"마마2370",84
"마마2371",883
"마마2372",35
"마마2373",16
"마마2374",5
"마마2375",40
"마마2376",5
"마마2377",43
"마마2378",13
"마마2379",21
"마마2380",55
"마마2381",26
"마마2382",0
"마마2383",13
"마마2384",21
"마마2385",18
"마마2386",16
"마마2388",13
"마마2389",0
"마마2391",0
"마마2396",10
"마마2397",10
"마마2398",13
"마마2401",34
"마마2402",15
"마마2403",46
"마마2410",0
"마마2411",0
"마마2412",13
"마마2413",45
"마마2417",5
"마마2418",26
"마마2419",13
"마마2420",5
"마마2423",0
"마마2424",36
"마마2425",44
"마마2426",8
"마마2429",0
"마마2430",13
"마마2431",51
"마마2432",26
"마마2433",21
"마마2434",13
"마마2440",22
"마마2441",31
"마마2442",13
"마마2443",13
"마마2445",5
"마마2447",5
"마마2448",13
"마마2449",21
"마마2452",13
"마마2453",54
"마마2454",18
"마마2455",32
"마마2456",131
"마마2457",16
"마마2458",16
"마마2459",23
"마마2463",10
"마마2464",10
"마마2465",24
"마마2466",10
"마마2467",23
"마마2468",76
"마마2469",13
"마마2470",23
"마마2471",386
"마마2472",13
"마마2473",34
"마마2474",42
"마마2476",23
"마마2478",21
"마마2479",36
"마마2480",13
"마마2482",21
"마마2483",13
"마마2484",39
"마마2485",5
"마마2488",5
"마마2489",8
"마마2490",21
"마마2491",5
"마마2493",5
"마마2497",10
"마마2500",5
"마마2501",21
"마마2502",16
"마마2509",0
"마마2513",19
"마마2514",0
"마마2515",10
"마마2516",13
"마마2517",0
"마마2518",5
"마마2519",16
"마마2521",0
"마마2522",13
"마마2523",26
"마마2524",8
"마마2525",57
"마마2527",0
"마마2530",21
"마마2531",13
"마마2532",55
"마마2533",54
"마마2534",13
"마마2535",10
"마마2540",26
"마마2541",5
"마마2542",16
"마마2543",16
"마마2544",27
"마마2545",41
"마마2546",13
"마마2547",21
"마마2548",10
"마마2549",10
"마마2551",8
"마마2554",16
"마마2555",10
"마마2556",24
"마마2557",5
"마마2558",10
"마마2559",35
"마마2562",22
"마마2563",18
"마마2564",18
"마마2565",88
"마마2566",59
"마마2567",38
"마마2568",52
"마마2569",21
"마마2570",26
"마마2571",117
"마마2572",31
"마마2573",56
"마마2575",5
"마마2576",13
"마마2577",12
"마마2578",96
"마마2579",13
"마마2580",49
"마마2581",0
"마마2582",43
"마마2583",15
"마마2584",45
"마마2585",65
"마마2586",59
"마마2587",10
"마마2588",48
"마마2589",5
"마마2590",23
"마마2594",5
"마마2595",14
"마마2599",5
"마마2600",10
"마마2601",18
"마마2602",18
"마마2605",26
"마마2606",18
"마마2607",0
"마마2608",0
"마마2609",27
"마마2610",13
"마마2611",5
"마마2612",5
"마마2615",8
"마마2617",5
"마마2621",10
"마마2622",13
"마마2623",8
"마마2624",0
"마마2625",13
"마마2626",18
"마마2630",0
"마마2631",23
"마마2632",5
"마마2633",16
"마마2634",31
"마마2635",21
"마마2640",13
"마마2641",26
"마마2642",13
"마마2643",46
"마마2644",41
"마마2645",0
"마마2646",5
"마마2647",5
"마마2648",5
"마마2649",26
"마마2650",5
"마마2651",27
"마마2652",18
"마마2653",10
"마마2654",0
"마마2656",75
"마마2657",0
"마마2658",37
"마마2659",24
"마마2660",0
"마마2663",16
"마마2664",27
"마마2665",64
"마마2666",39
"마마2667",12
"마마2668",38
"마마2669",27
"마마2670",16
"마마2671",87
"마마2672",67
"마마2673",13
"마마2674",26
"마마2675",33
"마마2676",21
"마마2677",10
"마마2678",15
"마마2682",5
"마마2683",47
"마마2684",36
"마마2686",58
"마마2687",21
"마마2688",13
"마마2689",5
"마마2692",0
"마마2695",29
"마마2697",0
"마마2698",0
"마마2699",13
"마마2700",0
"마마2701",5
"마마2702",30
"마마2703",5
"마마2706",0
"마마2707",5
"마마2708",10
"마마2709",36
"마마2715",18
"마마2717",0
"마마2718",5
"마마2719",5
"마마2721",8
"마마2722",0
"마마2725",21
"마마2726",29
"마마2734",13
"마마2735",36
"마마2741",11
"마마2742",36
"마마2743",15
"마마2744",31
"마마2745",0
"마마2746",18
"마마2747",189
"마마2749",5
"마마2750",23
"마마2751",16
"마마2752",21
"마마2753",30
"마마2756",0
"마마2758",8
"마마2761",5
"마마2762",13
"마마2763",21
"마마2764",13
"마마2765",5
"마마2766",0
"마마2767",48
"마마2768",5
"마마2770",53
"마마2771",161
"마마2772",10
"마마2773",13
"마마2774",84
"마마2775",31
"마마2776",41
"마마2777",85
"마마2778",27
"마마2779",69
"마마2780",21
"마마2781",26
"마마2782",10
"마마2783",85
"마마2784",0
"마마2785",18
"마마2787",29
"마마2788",32
"마마2789",16
"마마2790",24
"마마2791",123
"마마2795",37
"마마2796",25
"마마2797",5
"마마2800",5
"마마2801",19
"마마2802",13
"마마2806",18
"마마2807",18
"마마2808",58
"마마2809",22
"마마2810",0
"마마2814",0
"마마2815",5
"마마2820",5
"마마2825",13
"마마2826",49
"마마2828",0
"마마2834",8
"마마2835",10
"마마2840",21
"마마2841",13
"마마2842",41
"마마2845",77
"마마2846",5
"마마2847",5
"마마2853",21
"마마2855",16
"마마2859",5
"마마2862",36
"마마2863",34
"마마2864",26
"마마2866",18
"마마2867",53
"마마2868",13
"마마2869",10
"마마2870",8
"마마2871",20
"마마2872",28
"마마2873",0
"마마2874",234
"마마2875",987
"마마2876",16
"마마2877",10
"마마2878",18
"마마2879",13
"마마2880",21
"마마2881",47
"마마2882",21
"마마2883",36
"마마2884",5
"마마2886",5
"마마2887",0
"마마2888",31
"마마2890",0
"마마2891",49
"마마2892",18
"마마2893",5
"마마2895",11
"마마2896",5
"마마2897",0
"마마2900",10
"마마2901",5
"마마2902",45
"마마2906",26
"마마2907",5
"마마2908",24
"마마2909",26
"마마2910",33
"마마2912",24
"마마2913",10
"마마2916",21
"마마2922",16
"마마2923",26
"마마2926",18
"마마2928",21
"마마2934",5
"마마2935",21
"마마2948",5
"마마2953",8
"마마2955",18
"마마2958",7
"마마2959",5
"마마2962",21
"마마2963",18
"마마2964",21
"마마2965",18
"마마2967",18
"마마2968",36
"마마2969",49
"마마2971",39
"마마2972",84
"마마2973",21
"마마2974",445
"마마2975",682
"마마2976",1926
"마마2977",5
"마마2979",8
"마마2980",23
"마마2981",14
"마마2982",24
"마마2983",10
"마마2984",21
"마마2985",5
"마마2988",23
"마마2992",19
"마마2996",10
"마마2999",5
"마마3000",0
"마마3001",13
"마마3002",57
"마마3003",13
"마마3004",5
"마마3005",23
"마마3006",10
"마마3007",10
"마마3011",5
"마마3012",5
"마마3013",16
"마마3014",5
"마마3015",18
"마마3023",5
"마마3024",10
"마마3026",5
"마마3027",31
"마마3034",8
"마마3060",0
"마마3061",5
"마마3062",13
"마마3063",13
"마마3064",26
"마마3065",16
"마마3070",5
"마마3071",63
"마마3072",40
"마마3073",10
"마마3074",36
"마마3075",908
"마마3076",3669
"마마3077",320
"마마3079",10
"마마3080",5
"마마3084",26
"마마3085",0
"마마3089",21
"마마3090",0
"마마3091",26
"마마3094",0
"마마3097",10
"마마3098",0
"마마3099",5
"마마3100",13
"마마3101",18
"마마3102",5
"마마3103",8
"마마3104",14
"마마3106",21
"마마3107",0
"마마3112",5
"마마3115",10
"마마3116",10
"마마3127",36
"마마3131",5
"마마3132",46
"마마3133",39
"마마3134",31
"마마3142",5
"마마3143",13
"마마3146",13
"마마3151",8
"마마3152",13
"마마3153",5
"마마3154",5
"마마3163",18
"마마3164",18
"마마3165",10
"마마3167",8
"마마3168",42
"마마3169",31
"마마3170",47
"마마3172",73
"마마3174",33
"마마3175",35
"마마3176",41
"마마3177",912
"마마3178",18
"마마3179",19
"마마3184",13
"마마3186",29
"마마3198",0
"마마3202",26
"마마3203",18
"마마3204",5
"마마3205",21
"마마3206",18
"마마3209",0
"마마3211",5
"마마3213",5
"마마3218",5
"마마3219",0
"마마3227",5
"마마3232",41
"마마3233",41
"마마3234",27
"마마3243",19
"마마3244",31
"마마3245",5
"마마3246",0
"마마3252",0
"마마3253",13
"마마3254",21
"마마3255",0
"마마3256",13
"마마3257",28
"마마3258",37
"마마3260",13
"마마3263",0
"마마3264",13
"마마3265",10
"마마3267",10
"마마3269",10
"마마3270",0
"마마3272",16
"마마3273",21
"마마3275",5
"마마3276",26
"마마3277",41
"마마3278",45
"마마3279",15
"마마3280",74
"마마3281",26
"마마3282",45
"마마3283",31
"마마3284",10
"마마3287",13
"마마3288",0
"마마3295",0
"마마3301",5
"마마3302",21
"마마3303",18
"마마3304",16
"마마3305",8
"마마3306",31
"마마3307",5
"마마3308",8
"마마3313",8
"마마3317",0
"마마3318",0
"마마3319",5
"마마3320",20
"마마3322",0
"마마3323",8
"마마3332",5
"마마3334",0
"마마3341",0
"마마3345",16
"마마3346",0
"마마3347",18
"마마3353",8
"마마3356",13
"마마3357",5
"마마3360",0
"마마3362",5
"마마3363",5
"마마3364",21
"마마3365",14
"마마3368",5
"마마3369",18
"마마3370",31
"마마3371",41
"마마3372",76
"마마3375",21
"마마3376",44
"마마3377",139
"마마3378",56
"마마3379",13
"마마3380",39
"마마3381",51
"마마3382",29
"마마3383",101
"마마3384",59
"마마3385",10
"마마3393",13
"마마3399",5
"마마3400",45
"마마3401",13
"마마3402",136
"마마3406",45
"마마3407",52
"마마3408",41
"마마3409",5
"마마3417",0
"마마3419",0
"마마3420",5
"마마3421",10
"마마3422",27
"마마3432",0
"마마3443",10
"마마3450",0
"마마3451",5
"마마3452",10
"마마3455",5
"마마3458",18
"마마3459",10
"마마3462",47
"마마3463",52
"마마3464",31
"마마3465",30
"마마3469",0
"마마3470",5
"마마3471",69
"마마3472",18
"마마3474",0
"마마3475",29
"마마3477",43
"마마3478",161
"마마3479",16
"마마3480",26
"마마3481",29
"마마3482",35
"마마3483",10
"마마3484",39
"마마3485",46
"마마3486",10
"마마3493",21
"마마3494",16
"마마3495",13
"마마3500",13
"마마3501",13
"마마3502",123
"마마3503",412
"마마3504",146
"마마3506",13
"마마3507",16
"마마3508",5
"마마3511",0
"마마3522",5
"마마3523",5
"마마3524",16
"마마3541",5
"마마3542",8
"마마3551",5
"마마3552",21
"마마3556",5
"마마3557",0
"마마3560",0
"마마3561",8
"마마3563",23
"마마3564",18
"마마3565",49
"마마3566",38
"마마3567",18
"마마3568",21
"마마3569",22
"마마3570",0
"마마3571",41
"마마3574",31
"마마3575",10
"마마3576",23
"마마3577",29
"마마3578",41
"마마3580",0
"마마3581",0
"마마3582",36
"마마3583",13
"마마3584",10
"마마3585",24
"마마3588",16
"마마3589",20
"마마3594",16
"마마3601",129
"마마3602",39
"마마3604",1773
"마마3605",2207
"마마3611",5
"마마3612",21
"마마3613",0
"마마3624",5
"마마3625",5
"마마3626",0
"마마3627",8
"마마3641",5
"마마3642",13
"마마3647",18
"마마3648",5
"마마3649",28
"마마3651",26
"마마3652",16
"마마3653",18
"마마3655",5
"마마3656",0
"마마3658",27
"마마3659",0
"마마3660",0
"마마3662",5
"마마3664",0
"마마3665",10
"마마3666",36
"마마3667",48
"마마3668",47
"마마3669",21
"마마3670",205
"마마3671",21
"마마3672",21
"마마3674",0
"마마3675",0
"마마3677",24
"마마3678",18
"마마3679",49
"마마3682",13
"마마3683",31
"마마3685",13
"마마3687",21
"마마3688",0
"마마3694",13
"마마3698",5
"마마3705",653
"마마3711",29
"마마3718",39
"마마3719",5
"마마3726",5
"마마3728",13
"마마3730",5
"마마3731",5
"마마3748",18
"마마3749",5
"마마3750",5
"마마3751",13
"마마3752",19
"마마3753",5
"마마3754",16
"마마3755",13
"마마3756",10
"마마3757",10
"마마3761",13
"마마3762",18
"마마3765",31
"마마3766",10
"마마3767",53
"마마3768",0
"마마3769",26
"마마3771",46
"마마3774",21
"마마3776",31
"마마3777",22
"마마3778",5
"마마3779",15
"마마3783",19
"마마3784",31
"마마3785",0
"마마3787",0
"마마3788",5
"마마3794",31
"마마3795",13
"마마3797",5
"마마3798",26
"마마3801",21
"마마3802",149
"마마3803",0
"마마3806",710
"마마3807",5
"마마3808",5
"마마3809",29
"마마3810",356
"마마3817",10
"마마3818",29
"마마3819",10
"마마3820",0
"마마3830",5
"마마3831",5
"마마3832",5
"마마3847",5
"마마3848",16
"마마3851",15
"마마3852",37
"마마3854",5
"마마3855",5
"마마3857",8
"마마3858",13
"마마3860",0
"마마3861",10
"마마3863",42
"마마3864",13
"마마3865",47
"마마3866",18
"마마3867",23
"마마3868",21
"마마3870",0
"마마3872",0
"마마3873",5
"마마3874",23
"마마3877",0
"마마3879",26
"마마3880",49
"마마3881",5
"마마3884",5
"마마3885",0
"마마3886",5
"마마3888",13
"마마3889",21
"마마3893",8
"마마3894",27
"마마3895",0
"마마3897",5
"마마3898",5
"마마3901",0
"마마3902",0
"마마3903",560
"마마3904",1070
"마마3905",2150
"마마3906",1179
"마마3907",1838
"마마3908",0
"마마3910",17
"마마3917",13
"마마3918",5
"마마3919",0
"마마3935",0
"마마3936",28
"마마3950",15
"마마3951",16
"마마3952",76
"마마3955",0
"마마3956",16
"마마3957",0
"마마3965",0
"마마3966",49
"마마3967",203
"마마3968",26
"마마3969",5
"마마3970",13
"마마3972",13
"마마3976",18
"마마3977",5
"마마3978",33
"마마3979",72
"마마3981",13
"마마3984",41
"마마3986",0
"마마3987",5
"마마3988",0
"마마3989",0
"마마3993",26
"마마3994",22
"마마3998",5
"마마4004",0
"마마4005",119
"마마4006",242
"마마4007",1590
"마마4008",1580
"마마4009",32
"마마4010",175
"마마4011",578
"마마4012",10
"마마4013",18
"마마4014",13
"마마4015",5
"마마4016",37
"마마4017",70
"마마4036",26
"마마4037",13
"마마4038",23
"마마4041",13
"마마4042",10
"마마4043",5
"마마4044",16
"마마4045",5
"마마4047",10
"마마4048",8
"마마4049",8
"마마4051",8
"마마4052",18
"마마4053",13
"마마4054",13
"마마4055",10
"마마4056",21
"마마4058",10
"마마4064",13
"마마4065",23
"마마4066",39
"마마4067",107
"마마4068",54
"마마4069",10
"마마4070",10
"마마4073",0
"마마4075",0
"마마4077",23
"마마4078",0
"마마4079",41
"마마4081",0
"마마4083",0
"마마4084",13
"마마4086",5
"마마4088",13
"마마4091",10
"마마4092",16
"마마4098",0
"마마4103",5
"마마4104",32
"마마4106",10
"마마4108",140
"마마4109",0
"마마4110",34
"마마4111",79
"마마4112",361
"마마4113",264
"마마4114",1131
"마마4115",220
"마마4116",33
"마마4117",5
"마마4123",18
"마마4130",5
"마마4131",0
"마마4133",13
"마마4136",44
"마마4137",5
"마마4138",0
"마마4139",5
"마마4140",8
"마마4141",13
"마마4142",0
"마마4144",0
"마마4145",0
"마마4146",5
"마마4147",5
"마마4148",5
"마마4149",10
"마마4150",13
"마마4151",0
"마마4152",5
"마마4153",16
"마마4155",8
"마마4157",26
"마마4158",5
"마마4159",5
"마마4160",0
"마마4163",8
"마마4164",19
"마마4165",32
"마마4166",10
"마마4167",45
"마마4170",21
"마마4171",10
"마마4173",5
"마마4174",5
"마마4175",31
"마마4177",0
"마마4179",44
"마마4180",5
"마마4183",13
"마마4184",5
"마마4186",13
"마마4188",13
"마마4190",5
"마마4191",16
"마마4195",0
"마마4197",10
"마마4199",23
"마마4201",5
"마마4202",0
"마마4204",29
"마마4206",13
"마마4208",0
"마마4211",61
"마마4212",15
"마마4213",13
"마마4214",71
"마마4215",117
"마마4216",18
"마마4217",228
"마마4218",61
"마마4220",0
"마마4222",5
"마마4223",60
"마마4224",5
"마마4225",10
"마마4230",13
"마마4232",5
"마마4233",49
"마마4234",19
"마마4235",45
"마마4236",242
"마마4237",191
"마마4241",0
"마마4242",13
"마마4245",8
"마마4246",0
"마마4247",13
"마마4250",0
"마마4251",5
"마마4258",16
"마마4259",0
"마마4260",16
"마마4261",68
"마마4262",33
"마마4263",50
"마마4264",39
"마마4265",18
"마마4266",81
"마마4267",50
"마마4269",13
"마마4270",36
"마마4271",21
"마마4273",5
"마마4276",5
"마마4277",5
"마마4278",8
"마마4279",16
"마마4280",0
"마마4282",5
"마마4283",10
"마마4284",16
"마마4286",13
"마마4287",0
"마마4288",5
"마마4291",16
"마마4292",21
"마마4293",8
"마마4294",21
"마마4295",13
"마마4297",0
"마마4298",8
"마마4299",18
"마마4301",5
"마마4306",31
"마마4307",0
"마마4309",5
"마마4310",5
"마마4317",31
"마마4318",21
"마마4319",23
"마마4320",109
"마마4321",19
"마마4322",343
"마마4323",312
"마마4324",396
"마마4325",40
"마마4326",21
"마마4327",0
"마마4329",21
"마마4330",21
"마마4331",26
"마마4332",75
"마마4333",37
"마마4334",49
"마마4335",13
"마마4341",5
"마마4342",18
"마마4344",5
"마마4345",8
"마마4349",5
"마마4350",0
"마마4351",0
"마마4352",5
"마마4361",73
"마마4362",58
"마마4363",26
"마마4364",44
"마마4365",22
"마마4366",5
"마마4369",0
"마마4371",26
"마마4372",0
"마마4373",23
"마마4377",27
"마마4378",18
"마마4379",56
"마마4380",0
"마마4385",13
"마마4387",13
"마마4390",5
"마마4391",10
"마마4393",5
"마마4394",13
"마마4396",5
"마마4397",90
"마마4398",16
"마마4399",26
"마마4400",23
"마마4401",12
"마마4402",39
"마마4404",5
"마마4405",11
"마마4417",5
"마마4419",10
"마마4420",13
"마마4421",75
"마마4422",127
"마마4423",18
"마마4424",55
"마마4425",24
"마마4426",83
"마마4427",39
"마마4428",0
"마마4429",10
"마마4430",5
"마마4431",34
"마마4432",44
"마마4433",29
"마마4434",39
"마마4435",0
"마마4441",0
"마마4442",5
"마마4446",0
"마마4448",5
"마마4452",10
"마마4453",0
"마마4459",31
"마마4460",28
"마마4461",81
"마마4462",430
"마마4463",175
"마마4464",21
"마마4465",25
"마마4471",0
"마마4472",10
"마마4473",5
"마마4474",8
"마마4475",0
"마마4477",39
"마마4478",10
"마마4479",5
"마마4480",8
"마마4481",5
"마마4482",13
"마마4485",29
"마마4490",5
"마마4493",21
"마마4494",16
"마마4497",13
"마마4498",26
"마마4500",42
"마마4501",18
"마마4502",13
"마마4520",0
"마마4521",13
"마마4523",10
"마마4524",26
"마마4526",88
"마마4527",233
"마마4528",243
"마마4529",0
"마마4531",816
"마마4532",31
"마마4533",23
"마마4534",69
"마마4545",5
"마마4546",13
"마마4547",10
"마마4548",16
"마마4549",18
"마마4550",5
"마마4552",5
"마마4553",37
"마마4554",5
"마마4559",83
"마마4560",69
"마마4561",54
"마마4562",177
"마마4570",0
"마마4571",10
"마마4572",10
"마마4573",13
"마마4574",16
"마마4575",16
"마마4576",5
"마마4578",0
"마마4582",0
"마마4585",26
"마마4586",5
"마마4589",5
"마마4590",0
"마마4592",0
"마마4593",5
"마마4594",5
"마마4595",18
"마마4598",0
"마마4599",13
"마마4600",90
"마마4601",182
"마마4602",122
"마마4603",27
"마마4604",0
"마마4606",50
"마마4607",0
"마마4622",0
"마마4623",22
"마마4624",0
"마마4626",5
"마마4627",61
"마마4628",54
"마마4629",729
"마마4630",151
"마마4631",1265
"마마4632",21
"마마4633",5
"마마4634",10
"마마4635",0
"마마4636",41
"마마4638",8
"마마4639",31
"마마4642",8
"마마4644",0
"마마4645",21
"마마4646",0
"마마4647",18
"마마4651",5
"마마4652",10
"마마4653",18
"마마4654",0
"마마4655",16
"마마4658",0
"마마4659",85
"마마4660",64
"마마4661",10
"마마4662",46
"마마4663",48
"마마4664",19
"마마4665",19
"마마4669",5
"마마4671",10
"마마4672",11
"마마4677",26
"마마4678",5
"마마4681",18
"마마4682",10
"마마4684",0
"마마4685",23
"마마4690",26
"마마4691",21
"마마4692",5
"마마4693",19
"마마4695",8
"마마4697",10
"마마4698",5
"마마4699",8
"마마4702",31
"마마4703",90
"마마4704",5
"마마4705",41
"마마4706",5
"마마4707",44
"마마4710",0
"마마4721",0
"마마4723",21
"마마4724",10
"마마4725",10
"마마4728",49
"마마4729",26
"마마4730",285
"마마4731",1148
"마마4732",5
"마마4733",48
"마마4734",18
"마마4735",13
"마마4736",51
"마마4737",18
"마마4738",21
"마마4740",13
"마마4746",13
"마마4748",8
"마마4749",0
"마마4751",21
"마마4753",0
"마마4755",21
"마마4756",41
"마마4757",10
"마마4759",72
"마마4760",41
"마마4761",5
"마마4762",5
"마마4768",21
"마마4769",21
"마마4774",13
"마마4775",5
"마마4776",32
"마마4777",26
"마마4778",13
"마마4779",0
"마마4780",13
"마마4781",13
"마마4785",5
"마마4789",13
"마마4790",26
"마마4791",39
"마마4799",15
"마마4804",5
"마마4805",0
"마마4807",55
"마마4808",65
"마마4809",120
"마마4810",5
"마마4811",10
"마마4812",0
"마마4813",0
"마마4820",5
"마마4821",5
"마마4823",5
"마마4824",36
"마마4825",19
"마마4826",0
"마마4828",18
"마마4830",119
"마마4831",0
"마마4832",59
"마마4833",44
"마마4834",0
"마마4835",34
"마마4836",20
"마마4837",54
"마마4840",10
"마마4846",5
"마마4847",0
"마마4849",10
"마마4850",0
"마마4851",18
"마마4856",34
"마마4857",36
"마마4858",49
"마마4859",41
"마마4860",54
"마마4861",5
"마마4862",0
"마마4868",13
"마마4869",5
"마마4870",27
"마마4874",10
"마마4875",23
"마마4876",0
"마마4877",18
